site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
15280900	ALL	20101001	20110930	365	905.48	1244.92	50.00	4480.00	50.00	51.00	53.00	56.00	60.20	64.50	68.80	75.10	88.00	109.70	130.00	189.90	269.80	650.90	987.20	1530.00	2260.00	3028.00	3505.00	4380.40
15280900	0101	20110101	20110101	1	70.00		70.00	70.00											70.00									
15280900	0102	20110102	20110102	1	72.00		72.00	72.00											72.00									
15280900	0103	20110103	20110103	1	76.00		76.00	76.00											76.00									
15280900	0104	20110104	20110104	1	75.00		75.00	75.00											75.00									
15280900	0105	20110105	20110105	1	72.00		72.00	72.00											72.00									
15280900	0106	20110106	20110106	1	71.00		71.00	71.00											71.00									
15280900	0107	20110107	20110107	1	69.00		69.00	69.00											69.00									
15280900	0108	20110108	20110108	1	67.00		67.00	67.00											67.00									
15280900	0109	20110109	20110109	1	65.00		65.00	65.00											65.00									
15280900	0110	20110110	20110110	1	65.00		65.00	65.00											65.00									
15280900	0111	20110111	20110111	1	65.00		65.00	65.00											65.00									
15280900	0112	20110112	20110112	1	65.00		65.00	65.00											65.00									
15280900	0113	20110113	20110113	1	64.00		64.00	64.00											64.00									
15280900	0114	20110114	20110114	1	64.00		64.00	64.00											64.00									
15280900	0115	20110115	20110115	1	64.00		64.00	64.00											64.00									
15280900	0116	20110116	20110116	1	62.00		62.00	62.00											62.00									
15280900	0117	20110117	20110117	1	62.00		62.00	62.00											62.00									
15280900	0118	20110118	20110118	1	62.00		62.00	62.00											62.00									
15280900	0119	20110119	20110119	1	62.00		62.00	62.00											62.00									
15280900	0120	20110120	20110120	1	61.00		61.00	61.00											61.00									
15280900	0121	20110121	20110121	1	61.00		61.00	61.00											61.00									
15280900	0122	20110122	20110122	1	61.00		61.00	61.00											61.00									
15280900	0123	20110123	20110123	1	62.00		62.00	62.00											62.00									
15280900	0124	20110124	20110124	1	62.00		62.00	62.00											62.00									
15280900	0125	20110125	20110125	1	62.00		62.00	62.00											62.00									
15280900	0126	20110126	20110126	1	61.00		61.00	61.00											61.00									
15280900	0127	20110127	20110127	1	61.00		61.00	61.00											61.00									
15280900	0128	20110128	20110128	1	61.00		61.00	61.00											61.00									
15280900	0129	20110129	20110129	1	61.00		61.00	61.00											61.00									
15280900	0130	20110130	20110130	1	60.00		60.00	60.00											60.00									
15280900	0131	20110131	20110131	1	60.00		60.00	60.00											60.00									
15280900	0201	20110201	20110201	1	60.00		60.00	60.00											60.00									
15280900	0202	20110202	20110202	1	60.00		60.00	60.00											60.00									
15280900	0203	20110203	20110203	1	59.00		59.00	59.00											59.00									
15280900	0204	20110204	20110204	1	59.00		59.00	59.00											59.00									
15280900	0205	20110205	20110205	1	59.00		59.00	59.00											59.00									
15280900	0206	20110206	20110206	1	59.00		59.00	59.00											59.00									
15280900	0207	20110207	20110207	1	58.00		58.00	58.00											58.00									
15280900	0208	20110208	20110208	1	58.00		58.00	58.00											58.00									
15280900	0209	20110209	20110209	1	58.00		58.00	58.00											58.00									
15280900	0210	20110210	20110210	1	58.00		58.00	58.00											58.00									
15280900	0211	20110211	20110211	1	57.00		57.00	57.00											57.00									
15280900	0212	20110212	20110212	1	57.00		57.00	57.00											57.00									
15280900	0213	20110213	20110213	1	57.00		57.00	57.00											57.00									
15280900	0214	20110214	20110214	1	57.00		57.00	57.00											57.00									
15280900	0215	20110215	20110215	1	56.00		56.00	56.00											56.00									
15280900	0216	20110216	20110216	1	56.00		56.00	56.00											56.00									
15280900	0217	20110217	20110217	1	56.00		56.00	56.00											56.00									
15280900	0218	20110218	20110218	1	56.00		56.00	56.00											56.00									
15280900	0219	20110219	20110219	1	55.00		55.00	55.00											55.00									
15280900	0220	20110220	20110220	1	55.00		55.00	55.00											55.00									
15280900	0221	20110221	20110221	1	55.00		55.00	55.00											55.00									
15280900	0222	20110222	20110222	1	55.00		55.00	55.00											55.00									
15280900	0223	20110223	20110223	1	55.00		55.00	55.00											55.00									
15280900	0224	20110224	20110224	1	54.00		54.00	54.00											54.00									
15280900	0225	20110225	20110225	1	54.00		54.00	54.00											54.00									
15280900	0226	20110226	20110226	1	54.00		54.00	54.00											54.00									
15280900	0227	20110227	20110227	1	54.00		54.00	54.00											54.00									
15280900	0228	20110228	20110228	1	54.00		54.00	54.00											54.00									
15280900	0301	20110301	20110301	1	53.00		53.00	53.00											53.00									
15280900	0302	20110302	20110302	1	53.00		53.00	53.00											53.00									
15280900	0303	20110303	20110303	1	53.00		53.00	53.00											53.00									
15280900	0304	20110304	20110304	1	53.00		53.00	53.00											53.00									
15280900	0305	20110305	20110305	1	53.00		53.00	53.00											53.00									
15280900	0306	20110306	20110306	1	52.00		52.00	52.00											52.00									
15280900	0307	20110307	20110307	1	52.00		52.00	52.00											52.00									
15280900	0308	20110308	20110308	1	52.00		52.00	52.00											52.00									
15280900	0309	20110309	20110309	1	52.00		52.00	52.00											52.00									
15280900	0310	20110310	20110310	1	52.00		52.00	52.00											52.00									
15280900	0311	20110311	20110311	1	52.00		52.00	52.00											52.00									
15280900	0312	20110312	20110312	1	52.00		52.00	52.00											52.00									
15280900	0313	20110313	20110313	1	52.00		52.00	52.00											52.00									
15280900	0314	20110314	20110314	1	51.00		51.00	51.00											51.00									
15280900	0315	20110315	20110315	1	51.00		51.00	51.00											51.00									
15280900	0316	20110316	20110316	1	51.00		51.00	51.00											51.00									
15280900	0317	20110317	20110317	1	51.00		51.00	51.00											51.00									
15280900	0318	20110318	20110318	1	51.00		51.00	51.00											51.00									
15280900	0319	20110319	20110319	1	51.00		51.00	51.00											51.00									
15280900	0320	20110320	20110320	1	51.00		51.00	51.00											51.00									
15280900	0321	20110321	20110321	1	51.00		51.00	51.00											51.00									
15280900	0322	20110322	20110322	1	51.00		51.00	51.00											51.00									
15280900	0323	20110323	20110323	1	51.00		51.00	51.00											51.00									
15280900	0324	20110324	20110324	1	50.00		50.00	50.00											50.00									
15280900	0325	20110325	20110325	1	50.00		50.00	50.00											50.00									
15280900	0326	20110326	20110326	1	50.00		50.00	50.00											50.00									
15280900	0327	20110327	20110327	1	50.00		50.00	50.00											50.00									
15280900	0328	20110328	20110328	1	50.00		50.00	50.00											50.00									
15280900	0329	20110329	20110329	1	50.00		50.00	50.00											50.00									
15280900	0330	20110330	20110330	1	50.00		50.00	50.00											50.00									
15280900	0331	20110331	20110331	1	50.00		50.00	50.00											50.00									
15280900	0401	20110401	20110401	1	51.00		51.00	51.00											51.00									
15280900	0402	20110402	20110402	1	51.00		51.00	51.00											51.00									
15280900	0403	20110403	20110403	1	51.00		51.00	51.00											51.00									
15280900	0404	20110404	20110404	1	52.00		52.00	52.00											52.00									
15280900	0405	20110405	20110405	1	52.00		52.00	52.00											52.00									
15280900	0406	20110406	20110406	1	52.00		52.00	52.00											52.00									
15280900	0407	20110407	20110407	1	53.00		53.00	53.00											53.00									
15280900	0408	20110408	20110408	1	53.00		53.00	53.00											53.00									
15280900	0409	20110409	20110409	1	54.00		54.00	54.00											54.00									
15280900	0410	20110410	20110410	1	56.00		56.00	56.00											56.00									
15280900	0411	20110411	20110411	1	57.00		57.00	57.00											57.00									
15280900	0412	20110412	20110412	1	59.00		59.00	59.00											59.00									
15280900	0413	20110413	20110413	1	61.00		61.00	61.00											61.00									
15280900	0414	20110414	20110414	1	65.00		65.00	65.00											65.00									
15280900	0415	20110415	20110415	1	70.00		70.00	70.00											70.00									
15280900	0416	20110416	20110416	1	76.00		76.00	76.00											76.00									
15280900	0417	20110417	20110417	1	81.00		81.00	81.00											81.00									
15280900	0418	20110418	20110418	1	86.00		86.00	86.00											86.00									
15280900	0419	20110419	20110419	1	95.00		95.00	95.00											95.00									
15280900	0420	20110420	20110420	1	105.00		105.00	105.00											105.00									
15280900	0421	20110421	20110421	1	116.00		116.00	116.00											116.00									
15280900	0422	20110422	20110422	1	113.00		113.00	113.00											113.00									
15280900	0423	20110423	20110423	1	127.00		127.00	127.00											127.00									
15280900	0424	20110424	20110424	1	125.00		125.00	125.00											125.00									
15280900	0425	20110425	20110425	1	129.00		129.00	129.00											129.00									
15280900	0426	20110426	20110426	1	143.00		143.00	143.00											143.00									
15280900	0427	20110427	20110427	1	157.00		157.00	157.00											157.00									
15280900	0428	20110428	20110428	1	174.00		174.00	174.00											174.00									
15280900	0429	20110429	20110429	1	194.00		194.00	194.00											194.00									
15280900	0430	20110430	20110430	1	195.00		195.00	195.00											195.00									
15280900	0501	20110501	20110501	1	197.00		197.00	197.00											197.00									
15280900	0502	20110502	20110502	1	210.00		210.00	210.00											210.00									
15280900	0503	20110503	20110503	1	204.00		204.00	204.00											204.00									
15280900	0504	20110504	20110504	1	192.00		192.00	192.00											192.00									
15280900	0505	20110505	20110505	1	228.00		228.00	228.00											228.00									
15280900	0506	20110506	20110506	1	271.00		271.00	271.00											271.00									
15280900	0507	20110507	20110507	1	289.00		289.00	289.00											289.00									
15280900	0508	20110508	20110508	1	300.00		300.00	300.00											300.00									
15280900	0509	20110509	20110509	1	337.00		337.00	337.00											337.00									
15280900	0510	20110510	20110510	1	361.00		361.00	361.00											361.00									
15280900	0511	20110511	20110511	1	374.00		374.00	374.00											374.00									
15280900	0512	20110512	20110512	1	412.00		412.00	412.00											412.00									
15280900	0513	20110513	20110513	1	472.00		472.00	472.00											472.00									
15280900	0514	20110514	20110514	1	544.00		544.00	544.00											544.00									
15280900	0515	20110515	20110515	1	598.00		598.00	598.00											598.00									
15280900	0516	20110516	20110516	1	652.00		652.00	652.00											652.00									
15280900	0517	20110517	20110517	1	641.00		641.00	641.00											641.00									
15280900	0518	20110518	20110518	1	608.00		608.00	608.00											608.00									
15280900	0519	20110519	20110519	1	617.00		617.00	617.00											617.00									
15280900	0520	20110520	20110520	1	653.00		653.00	653.00											653.00									
15280900	0521	20110521	20110521	1	658.00		658.00	658.00											658.00									
15280900	0522	20110522	20110522	1	727.00		727.00	727.00											727.00									
15280900	0523	20110523	20110523	1	823.00		823.00	823.00											823.00									
15280900	0524	20110524	20110524	1	884.00		884.00	884.00											884.00									
15280900	0525	20110525	20110525	1	983.00		983.00	983.00											983.00									
15280900	0526	20110526	20110526	1	1080.00		1080.00	1080.00											1080.00									
15280900	0527	20110527	20110527	1	1260.00		1260.00	1260.00											1260.00									
15280900	0528	20110528	20110528	1	1530.00		1530.00	1530.00											1530.00									
15280900	0529	20110529	20110529	1	1800.00		1800.00	1800.00											1800.00									
15280900	0530	20110530	20110530	1	2220.00		2220.00	2220.00											2220.00									
15280900	0531	20110531	20110531	1	2670.00		2670.00	2670.00											2670.00									
15280900	0601	20110601	20110601	1	2940.00		2940.00	2940.00											2940.00									
15280900	0602	20110602	20110602	1	3290.00		3290.00	3290.00											3290.00									
15280900	0603	20110603	20110603	1	3520.00		3520.00	3520.00											3520.00									
15280900	0604	20110604	20110604	1	3140.00		3140.00	3140.00											3140.00									
15280900	0605	20110605	20110605	1	2760.00		2760.00	2760.00											2760.00									
15280900	0606	20110606	20110606	1	2590.00		2590.00	2590.00											2590.00									
15280900	0607	20110607	20110607	1	2460.00		2460.00	2460.00											2460.00									
15280900	0608	20110608	20110608	1	2350.00		2350.00	2350.00											2350.00									
15280900	0609	20110609	20110609	1	2460.00		2460.00	2460.00											2460.00									
15280900	0610	20110610	20110610	1	2570.00		2570.00	2570.00											2570.00									
15280900	0611	20110611	20110611	1	2630.00		2630.00	2630.00											2630.00									
15280900	0612	20110612	20110612	1	2880.00		2880.00	2880.00											2880.00									
15280900	0613	20110613	20110613	1	3000.00		3000.00	3000.00											3000.00									
15280900	0614	20110614	20110614	1	2770.00		2770.00	2770.00											2770.00									
15280900	0615	20110615	20110615	1	2360.00		2360.00	2360.00											2360.00									
15280900	0616	20110616	20110616	1	2080.00		2080.00	2080.00											2080.00									
15280900	0617	20110617	20110617	1	2120.00		2120.00	2120.00											2120.00									
15280900	0618	20110618	20110618	1	2440.00		2440.00	2440.00											2440.00									
15280900	0619	20110619	20110619	1	2580.00		2580.00	2580.00											2580.00									
15280900	0620	20110620	20110620	1	2490.00		2490.00	2490.00											2490.00									
15280900	0621	20110621	20110621	1	2510.00		2510.00	2510.00											2510.00									
15280900	0622	20110622	20110622	1	2770.00		2770.00	2770.00											2770.00									
15280900	0623	20110623	20110623	1	3040.00		3040.00	3040.00											3040.00									
15280900	0624	20110624	20110624	1	3380.00		3380.00	3380.00											3380.00									
15280900	0625	20110625	20110625	1	3600.00		3600.00	3600.00											3600.00									
15280900	0626	20110626	20110626	1	3230.00		3230.00	3230.00											3230.00									
15280900	0627	20110627	20110627	1	3410.00		3410.00	3410.00											3410.00									
15280900	0628	20110628	20110628	1	3320.00		3320.00	3320.00											3320.00									
15280900	0629	20110629	20110629	1	3240.00		3240.00	3240.00											3240.00									
15280900	0630	20110630	20110630	1	3420.00		3420.00	3420.00											3420.00									
15280900	0701	20110701	20110701	1	3090.00		3090.00	3090.00											3090.00									
15280900	0702	20110702	20110702	1	3020.00		3020.00	3020.00											3020.00									
15280900	0703	20110703	20110703	1	2880.00		2880.00	2880.00											2880.00									
15280900	0704	20110704	20110704	1	2800.00		2800.00	2800.00											2800.00									
15280900	0705	20110705	20110705	1	2900.00		2900.00	2900.00											2900.00									
15280900	0706	20110706	20110706	1	3250.00		3250.00	3250.00											3250.00									
15280900	0707	20110707	20110707	1	3670.00		3670.00	3670.00											3670.00									
15280900	0708	20110708	20110708	1	3700.00		3700.00	3700.00											3700.00									
15280900	0709	20110709	20110709	1	3360.00		3360.00	3360.00											3360.00									
15280900	0710	20110710	20110710	1	3590.00		3590.00	3590.00											3590.00									
15280900	0711	20110711	20110711	1	3740.00		3740.00	3740.00											3740.00									
15280900	0712	20110712	20110712	1	4230.00		4230.00	4230.00											4230.00									
15280900	0713	20110713	20110713	1	4230.00		4230.00	4230.00											4230.00									
15280900	0714	20110714	20110714	1	4460.00		4460.00	4460.00											4460.00									
15280900	0715	20110715	20110715	1	4190.00		4190.00	4190.00											4190.00									
15280900	0716	20110716	20110716	1	4420.00		4420.00	4420.00											4420.00									
15280900	0717	20110717	20110717	1	4480.00		4480.00	4480.00											4480.00									
15280900	0718	20110718	20110718	1	4120.00		4120.00	4120.00											4120.00									
15280900	0719	20110719	20110719	1	3340.00		3340.00	3340.00											3340.00									
15280900	0720	20110720	20110720	1	2930.00		2930.00	2930.00											2930.00									
15280900	0721	20110721	20110721	1	3470.00		3470.00	3470.00											3470.00									
15280900	0722	20110722	20110722	1	3990.00		3990.00	3990.00											3990.00									
15280900	0723	20110723	20110723	1	4360.00		4360.00	4360.00											4360.00									
15280900	0724	20110724	20110724	1	3650.00		3650.00	3650.00											3650.00									
15280900	0725	20110725	20110725	1	2920.00		2920.00	2920.00											2920.00									
