site_no	monthday	begin_dt	end_dt	count_nu	mean	std	min	max	p01	p05	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p90	p95	p99
13330000	ALL	19120901	20110930	30966	193.10	285.16	10.00	2540.00	18.00	24.00	28.00	32.00	36.00	39.00	43.00	47.00	52.00	57.00	64.00	73.00	85.00	105.00	139.00	195.00	290.00	596.30	840.00	1300.00
13330000	0101	19130101	20110101	84	53.19	52.29	13.00	435.00		18.25	23.50	26.00	29.00	31.00	32.00	33.00	35.00	38.25	40.00	41.75	46.00	50.25	56.50	60.00	67.00	84.50	108.75	
13330000	0102	19130102	20110102	84	51.25	42.37	13.00	334.00		19.50	23.00	26.00	30.00	31.00	32.00	33.00	35.00	37.25	40.00	41.75	44.00	49.00	55.50	59.00	70.00	85.50	100.00	
13330000	0103	19130103	20110103	84	49.76	34.95	13.00	239.00		20.25	23.00	24.00	26.00	28.25	31.00	34.00	36.00	38.00	40.00	42.75	44.00	48.25	52.50	59.75	69.00	82.00	114.50	
13330000	0104	19130104	20110104	84	51.54	47.49	14.00	389.00		20.00	22.50	24.00	26.00	29.50	32.00	35.00	37.00	38.00	39.00	40.00	45.00	49.25	52.00	59.75	64.00	84.50	113.25	
13330000	0105	19130105	20110105	84	50.63	39.09	15.00	308.00		18.50	22.00	25.75	27.00	30.00	31.00	34.75	37.00	38.00	41.00	42.00	45.00	48.75	56.00	59.75	62.00	87.00	103.00	
13330000	0106	19130106	20110106	84	51.61	40.92	14.00	269.00		17.25	22.50	25.75	28.00	29.00	32.50	35.75	37.00	39.25	41.00	43.00	46.00	47.25	54.00	58.75	64.00	86.50	129.75	
13330000	0107	19130107	20110107	84	52.88	38.42	13.00	239.00		18.00	21.50	25.00	26.00	27.25	30.50	34.75	37.00	40.00	41.50	44.75	46.00	56.00	59.50	62.50	70.00	90.50	135.50	
13330000	0108	19130108	20110108	84	51.92	33.36	13.00	180.00		18.50	23.00	25.00	27.00	30.25	33.00	35.00	38.00	40.00	40.50	42.00	47.00	55.00	57.50	60.00	70.00	91.50	126.75	
13330000	0109	19130109	20110109	84	49.61	28.69	14.00	156.00		19.00	23.00	26.00	27.00	31.00	32.50	35.00	36.00	40.00	41.00	42.75	48.00	52.50	57.00	60.00	68.00	88.50	113.50	
13330000	0110	19130110	20110110	84	47.87	25.69	15.00	141.00		20.25	24.00	26.00	28.00	30.25	32.00	35.00	37.00	40.00	40.00	41.75	44.00	47.75	56.00	60.75	66.00	81.00	106.75	
13330000	0111	19130111	20110111	84	46.92	24.41	15.00	129.00		20.00	23.50	26.00	27.00	31.00	32.00	33.75	35.00	38.00	40.00	40.00	44.00	46.25	56.00	60.00	63.00	82.00	102.00	
13330000	0112	19130112	20110112	84	46.83	23.35	16.00	123.00		21.00	23.00	25.75	28.00	31.25	33.00	34.00	35.00	39.00	40.00	40.00	44.00	46.75	55.50	60.00	62.00	79.00	98.25	
13330000	0113	19130113	20110113	84	48.33	25.11	16.00	134.00		21.25	24.00	26.00	28.00	33.00	34.00	35.75	38.00	40.00	41.50	43.75	45.00	50.25	55.00	58.75	61.00	81.50	109.00	
